Text,Label,Language
i enjoy writing in my journal,Non-Harmful,English
kind words can brighten someones day,Non-Harmful,English
lets plant more trees,Non-Harmful,English
i’m proud of your efforts,Non-Harmful,English
they welcomed us warmly,Non-Harmful,English
life is full of beautiful moments,Non-Harmful,English
please take care of yourself,Non-Harmful,English
i enjoy cooking meals for my family,Non-Harmful,English
the sunset looks beautiful today,Non-Harmful,English
i appreciate your feedback,Non-Harmful,English
she makes delicious desserts,Non-Harmful,English
i love animals and nature,Non-Harmful,English
he is a very responsible person,Non-Harmful,English
good communication builds trust,Non-Harmful,English
i enjoy learning about different cultures,Non-Harmful,English
staying calm solves many problems,Non-Harmful,English
they celebrated with great joy,Non-Harmful,English
laughter is the best medicine,Non-Harmful,English
i am happy to help you,Non-Harmful,English
please stay safe and healthy,Non-Harmful,English
she loves gardening in her free time,Non-Harmful,English
the park is clean and green,Non-Harmful,English
reading newspapers keeps you informed,Non-Harmful,English
i admire your honesty,Non-Harmful,English
i enjoy watching motivational videos,Non-Harmful,English
he is very respectful towards others,Non-Harmful,English
the library is a quiet place to study,Non-Harmful,English
i love spending weekends with my family,Non-Harmful,English
music can uplift your mood,Non-Harmful,English
fresh flowers make me happy,Non-Harmful,English
i like keeping my workspace tidy,Non-Harmful,English
she encourages others to do well,Non-Harmful,English
let’s work together as a team,Non-Harmful,English
a smile spreads positivity,Non-Harmful,English
healthy food keeps us fit,Non-Harmful,English
traveling teaches us valuable lessons,Non-Harmful,English
i enjoy learning new languages,Non-Harmful,English
it’s nice to express gratitude,Non-Harmful,English
good habits shape our future,Non-Harmful,English
she reads bedtime stories to her kids,Non-Harmful,English
i love watching the stars at night,Non-Harmful,English
respecting elders is important,Non-Harmful,English
i am excited for the upcoming holiday,Non-Harmful,English
happiness grows when we share iti hope you are doing well,Non-Harmful,English
that’s a great achievement,Non-Harmful,English
i respect your dedication,Non-Harmful,English
keep going you are doing amazing,Non-Harmful,English
thank you for your encouragement,Non-Harmful,English
i really appreciate your kindness,Non-Harmful,English
i’m grateful to have friends like you,Non-Harmful,English
this was really helpful thank you,Non-Harmful,English
you handled that situation well,Non-Harmful,English
stay positive and keep smiling,Non-Harmful,English
you are a wonderful person,Non-Harmful,English
thank you for being understanding,Non-Harmful,English
your efforts truly inspire me,Non-Harmful,English
wishing you all the best,Non-Harmful,English
your work is always appreciated,Non-Harmful,English
thank you for your patience,Non-Harmful,English
you make everyone feel welcome,Non-Harmful,English
i am glad to know you,Non-Harmful,English
keep shining bright,Non-Harmful,English
i love your positive attitude,Non-Harmful,English
तू कितना बड़ा भोसड़ी के हो गया है।,Harmful,Hindi
तुझसे बात करने का कोई फायदा नहीं बेहेनचोद।,Harmful,Hindi
हर वक्त लंड की तरह खड़ा रहता है।,Harmful,Hindi
तू खुद को क्या समझता है भडवे,Harmful,Hindi
तेरी सोच तो पूरी चूतिये जैसी है।,Harmful,Hindi
तेरी शक्ल देखकर गांड फट गई।,Harmful,Hindi
तू साला हरामी निकला।,Harmful,Hindi
तुझ जैसे भंगी को कौन पूछता है।,Harmful,Hindi
तेरी हरकतें सुअर की औलाद जैसी हैं।,Harmful,Hindi
तेरी औकात नहीं है मादरचोद।,Harmful,Hindi
तुझे देखकर लगता है हिजड़े जैसा।,Harmful,Hindi
तू हमेशा झांट के बाल की तरह बीच में आता है।,Harmful,Hindi
तेरी अक्ल पूरी तरह गांडमस्ती में है।,Harmful,Hindi
तू दिखने में भी भडवा लगता है।,Harmful,Hindi
तुझे तो भूतनी के पकड़ ले।,Harmful,Hindi
तू साला कमीना इंसान है।,Harmful,Hindi
तेरी बातों से तत्ते जल जाते हैं।,Harmful,Hindi
तू तो लंड का टुकड़ा है।,Harmful,Hindi
तू हमेशा चूत की तरह चुप रहता है।,Harmful,Hindi
तेरे जैसे गुच्ची को कोई पसंद नहीं करता।,Harmful,Hindi
तेरे जैसा रंडी बाज़ार में मिलेगा।,Harmful,Hindi
तेरी हरकतें चुतड़ जैसी हैं।,Harmful,Hindi
तू पूरा पाकी जैसा हरकत करता है।,Harmful,Hindi
तेरी मां की चूत में जा।,Harmful,Hindi
तुझसे ज्यादा गंदा कोई भोसड़ाप नहीं है।,Harmful,Hindi
तेरे जैसे गंडू की कोई इज्जत नहीं।,Harmful,Hindi
तू हमेशा मुठ्ठ मारने में लगा रहता है।,Harmful,Hindi
तेरे जैसे कुत्ते की औलाद की बात नहीं सुनता कोई।,Harmful,Hindi
तू साला रांड की औलाद है।,Harmful,Hindi
तेरी शक्ल भोसड़ी के जैसी है।,Harmful,Hindi
तेरा दिमाग नजायज औलाद जैसा है।,Harmful,Hindi
तेरा हर कदम सुअर के लंड जैसा गंदा है।,Harmful,Hindi
तुझे देखकर घस्से चढ़ते हैं।,Harmful,Hindi
तेरे जैसे चमचे की कोई इज्जत नहीं।,Harmful,Hindi
तू हर वक्त लंडटूपी जैसा रहता है।,Harmful,Hindi
तेरी मां की भोसड़ी फाड़ दूँगा।,Harmful,Hindi
तेरे जैसे ठरकी से कौन दोस्ती करेगा।,Harmful,Hindi
तू सिर्फ लोडू है।,Harmful,Hindi
तेरे जैसा झांटु बहुत देखा मैंने।,Harmful,Hindi
तू हर वक्त माल में घुसा रहता है।,Harmful,Hindi
तेरी बातें सिर्फ साली रंडी जैसी लगती हैं।,Harmful,Hindi
तू लंड खजूर जैसा दिखता है।,Harmful,Hindi
तेरी सोच बिल्कुल मूर्ख जैसी है।,Harmful,Hindi
तुझे देखकर हर कोई बोलेगा गस्ती।,Harmful,Hindi
तेरी सोच गांडफाड़ जैसी गंदी है।,Harmful,Hindi
तू भोसड़ी जैसी बातें करता है।,Harmful,Hindi
तेरा मुंह चूची जैसा दिखता है।,Harmful,Hindi
तू पूरा भड़वा निकल गया।,Harmful,Hindi
तेरी शक्ल देख भोसड़ी के याद आ जाती है।,Harmful,Hindi
तेरे जैसे साला कुत्ता हर गली में भौंकता है।,Harmful,Hindi
तेरा दिमाग पूरा भोसड़ी के घास चरने गया है।,Harmful,Hindi
साले भडवे तुझसे बात करके ही गुस्सा आ जाता है।,Harmful,Hindi
तुझ जैसे लंड चूस करने वाले से कोई उम्मीद नहीं।,Harmful,Hindi
तू तो एक नंबर का गांड फाड़ू इंसान है।,Harmful,Hindi
तेरी औकात नहीं बेहेनचोद।,Harmful,Hindi
तेरे जैसा भंगी इंसान किसी काम का नहीं।,Harmful,Hindi
चूतिये तेरी सोच का इलाज नहीं।,Harmful,Hindi
तेरे जैसा गुच्चु हर जगह बदनाम है।,Harmful,Hindi
तुझे भूतनी के पकड़ के पीटेगी।,Harmful,Hindi
तेरा काम ही है रांड जैसी हरकतें करना।,Harmful,Hindi
तेरे जैसा सुअर के लंड का बच्चा कभी सुधरेगा नहीं।,Harmful,Hindi
साले गांडू तेरे जैसा कोई नहीं देखा।,Harmful,Hindi
तेरे जैसे भोसड़ी के की शक्ल देखते ही उल्टी आ जाए।,Harmful,Hindi
तु क्या झांट के कीड़े जैसा पैदा हुआ है,Harmful,Hindi
तुझे तो हवस के पुजारी ही कह सकते हैं।,Harmful,Hindi
तेरी बातें सुनकर लगता है कमीना ही है।,Harmful,Hindi
तू मादरचोद अपनी औकात भूल गया है।,Harmful,Hindi
तेरा चेहरा देख के मुत्थल जैसी फीलिंग आती है।,Harmful,Hindi
तुझसे गंदी चूची कोई नहीं।,Harmful,Hindi
तेरा मूंह देखकर ही लंड खजूर याद आ गया।,Harmful,Hindi
तू साला कुत्ता कमीना है।,Harmful,Hindi
तेरे जैसी घस्सी हर जगह होती है।,Harmful,Hindi
तुझसे बात करना भोसड़ी के जैसा टाइम वेस्ट है।,Harmful,Hindi
तेरे जैसे झांटु को कोई काम नहीं देता।,Harmful,Hindi
साले सुअर की औलाद तुझे शर्म नहीं आती,Harmful,Hindi
तेरी भोसड़ी में दम नहीं है।,Harmful,Hindi
तुझे लंड के बक्कल में बंद कर देना चाहिए।,Harmful,Hindi
तेरे जैसा हिजड़ा मर्द बनके क्या करेगा,Harmful,Hindi
साले हरामी तुझे तमीज सिखानी पड़ेगी।,Harmful,Hindi
तेरी औकात पाकी जैसी है।,Harmful,Hindi
तु माल के पीछे भागता ही रहता है।,Harmful,Hindi
तेरे जैसे भोसड़ी के के साथ कौन रहेगा।,Harmful,Hindi
तेरी शक्ल देखकर रंडी रोना आ जाए।,Harmful,Hindi
तु साला कुत्ते की जात का है।,Harmful,Hindi
तेरे जैसी भडवागिरी दुनिया में नहीं मिलेगी।,Harmful,Hindi
तू तो लंड टोपि पहन के घूमता है।,Harmful,Hindi
तेरी माँ की चूत में जा।,Harmful,Hindi
तेरे जैसा भोसड़ी के को मैं सीधा कर दूंगा।,Harmful,Hindi
तेरी गिनती नजायज औलाद में ही होती है।,Harmful,Hindi
तु गांडफटु लोगों का राजा है।,Harmful,Hindi
तेरे जैसे गस्ती लड़के कोई पसंद नहीं करते।,Harmful,Hindi
तेरे जैसी घास्टी को देख के कोई बोलेगा नहीं।,Harmful,Hindi
तु हर वक्त भोसड़ी के जैसा मुंह खोलता है।,Harmful,Hindi
तु लंड का चूहा है।,Harmful,Hindi
तेरी हरकतें चूत का चूरन जैसी फालतू हैं।,Harmful,Hindi
तु पूरा चूत का मैल लग रहा है।,Harmful,Hindi
तुझ जैसे कुत्ते की औलाद से कौन दोस्ती करेगा।,Harmful,Hindi
तु साला कुत्ता तुझे तमीज नहीं।,Harmful,Hindi
तुझे देखकर हर कोई बोलेगा भडवा ही है।,Harmful,Hindi
आप बहुत अच्छे इंसान हैं।,Non-Harmful,Hindi
मुझे आपकी मदद की जरूरत थी धन्यवाद।,Non-Harmful,Hindi
आपकी सोच बहुत सकारात्मक है।,Non-Harmful,Hindi
आज मौसम बहुत अच्छा है।,Non-Harmful,Hindi
आप हमेशा सच्चाई के साथ रहते हो।,Non-Harmful,Hindi
आपकी मेहनत एक दिन रंग लाएगी।,Non-Harmful,Hindi
चलिए मिलकर कुछ अच्छा काम करते हैं।,Non-Harmful,Hindi
आपका व्यवहार बहुत ही सरल और अच्छा है।,Non-Harmful,Hindi
आप बहुत ही विनम्र व्यक्ति हैं।,Non-Harmful,Hindi
आपके शब्द हमेशा दिल को छू जाते हैं।,Non-Harmful,Hindi
ईमानदारी सबसे बड़ी पूंजी है।,Non-Harmful,Hindi
पढ़ाई से जीवन में सफलता मिलती है।,Non-Harmful,Hindi
दोस्ती एक अनमोल रिश्ता है।,Non-Harmful,Hindi
हर दिन एक नई शुरुआत है।,Non-Harmful,Hindi
सबकी इज्जत करनी चाहिए।,Non-Harmful,Hindi
मातापिता की सेवा सबसे बड़ा धर्म है।,Non-Harmful,Hindi
शिक्षा सबसे बड़ी दौलत है।,Non-Harmful,Hindi
मेहनत करने से ही सफलता मिलती है।,Non-Harmful,Hindi
सपने सच होते हैं अगर हम कोशिश करें।,Non-Harmful,Hindi
हर परिस्थिति में धैर्य रखना चाहिए।,Non-Harmful,Hindi
सच्चाई और मेहनत का कोई विकल्प नहीं।,Non-Harmful,Hindi
हर इंसान में अच्छाई होती है।,Non-Harmful,Hindi
जीवन में आगे बढ़ते रहना चाहिए।,Non-Harmful,Hindi
सबके साथ प्रेम से व्यवहार करो।,Non-Harmful,Hindi
मुस्कान से दिन अच्छा होता है।,Non-Harmful,Hindi
अपने कार्य से समाज का भला हो।,Non-Harmful,Hindi
कड़ी मेहनत ही सफलता की कुंजी है।,Non-Harmful,Hindi
परिवार ही हमारी असली ताकत है।,Non-Harmful,Hindi
हमेशा सकारात्मक सोचो।,Non-Harmful,Hindi
दूसरों की मदद करना अच्छा होता है।,Non-Harmful,Hindi
बच्चों से सच्चाई सीखनी चाहिए।,Non-Harmful,Hindi
सुबह जल्दी उठना सेहत के लिए अच्छा है।,Non-Harmful,Hindi
जीवन में अनुशासन बहुत जरूरी है।,Non-Harmful,Hindi
हमेशा सच्चाई का साथ दो।,Non-Harmful,Hindi
दूसरों की बातों को धैर्य से सुनना चाहिए।,Non-Harmful,Hindi
बिना मेहनत के कुछ नहीं मिलता।,Non-Harmful,Hindi
समय का सदुपयोग करो।,Non-Harmful,Hindi
अच्छी सोच ही अच्छे जीवन का आधार है।,Non-Harmful,Hindi
सबको खुश रखने की कोशिश करो।,Non-Harmful,Hindi
हर दिन नया अवसर लेकर आता है।,Non-Harmful,Hindi
दया और करुणा सबसे बड़ी शक्ति है।,Non-Harmful,Hindi
दूसरों के साथ प्रेम से बात करो।,Non-Harmful,Hindi
हर किसी की मदद करनी चाहिए।,Non-Harmful,Hindi
अच्छे विचार जीवन को बेहतर बनाते हैं।,Non-Harmful,Hindi
ईमानदारी और सच्चाई सबसे जरूरी हैं।,Non-Harmful,Hindi
रिश्तों में प्रेम और विश्वास होना चाहिए।,Non-Harmful,Hindi
छोटीछोटी चीजों में खुशी ढूंढो।,Non-Harmful,Hindi
हर दिन कुछ नया सीखो।,Non-Harmful,Hindi
अपने काम से समाज में इज्जत पाओ।,Non-Harmful,Hindi
अपने बड़ों की बात माननी चाहिए।,Non-Harmful,Hindi
अच्छे दोस्त जिंदगी का खजाना हैं।,Non-Harmful,Hindi
किताबें सबसे अच्छे दोस्त होती हैं।,Non-Harmful,Hindi
मेहनत करने वालों की कभी हार नहीं होती।,Non-Harmful,Hindi
कड़ी मेहनत से हर मंजिल पाई जा सकती है।,Non-Harmful,Hindi
हमेशा खुश रहो और दूसरों को भी खुश रखो।,Non-Harmful,Hindi
समय पर काम करना आदत बनाओ।,Non-Harmful,Hindi
सकारात्मक सोच तुम्हें आगे बढ़ाएगी।,Non-Harmful,Hindi
बड़ों का सम्मान करना चाहिए।,Non-Harmful,Hindi
अच्छे संस्कार जीवन को सुंदर बनाते हैं।,Non-Harmful,Hindi
विनम्रता सबसे बड़ी पहचान होती है।,Non-Harmful,Hindi
हर इंसान अपने आप में खास होता है।,Non-Harmful,Hindi
हर दिन कुछ अच्छा करने की कोशिश करो।,Non-Harmful,Hindi
खुद पर विश्वास रखो सब अच्छा होगा।,Non-Harmful,Hindi
मुस्कान से रिश्ते मजबूत होते हैं।,Non-Harmful,Hindi
अपने मातापिता को हमेशा खुश रखो।,Non-Harmful,Hindi
अच्छा काम करने में कभी देरी मत करो।,Non-Harmful,Hindi
जीवन एक बार ही मिलता है इसे अच्छा बनाओ।,Non-Harmful,Hindi
ईमानदार इंसान को सब पसंद करते हैं।,Non-Harmful,Hindi
दया करने वाला दिल बहुत सुंदर होता है।,Non-Harmful,Hindi
समय और मेहनत का मूल्य समझो।,Non-Harmful,Hindi
जीवन में सब्र बहुत जरूरी है।,Non-Harmful,Hindi
दूसरों के लिए अच्छा सोचो।,Non-Harmful,Hindi
हर इंसान में कुछ अच्छा होता है।,Non-Harmful,Hindi
सबके साथ समान व्यवहार करो।,Non-Harmful,Hindi
सच्चाई से डरना नहीं चाहिए।,Non-Harmful,Hindi
दिल से की गई मेहनत कभी बेकार नहीं जाती।,Non-Harmful,Hindi
अच्छे विचार ही अच्छे इंसान बनाते हैं।,Non-Harmful,Hindi
किसी का दिल मत दुखाओ।,Non-Harmful,Hindi
जीवन में गलतियां होती हैं उनसे सीखो।,Non-Harmful,Hindi
हर दिन एक नया अवसर है।,Non-Harmful,Hindi
कोई भी काम छोटा या बड़ा नहीं होता।,Non-Harmful,Hindi
सबको माफ करना सीखो।,Non-Harmful,Hindi
बच्चों की बातें सुनो और समझो।,Non-Harmful,Hindi
हर किसी की इज्जत करो।,Non-Harmful,Hindi
विनम्र शब्द सबसे बड़ी ताकत होते हैं।,Non-Harmful,Hindi
अच्छे लोगों के साथ रहो।,Non-Harmful,Hindi
जब भी मौका मिले अच्छा काम करो।,Non-Harmful,Hindi
हर इंसान की कदर करना सीखो।,Non-Harmful,Hindi
बड़ों से आशीर्वाद लो।,Non-Harmful,Hindi
गलतियों को सुधारने की कोशिश करो।,Non-Harmful,Hindi
भरोसा और सच्चाई रिश्तों की नींव हैं।,Non-Harmful,Hindi
हर दिन कुछ नया करने की ठानो।,Non-Harmful,Hindi
दूसरों की अच्छाई की तारीफ करो।,Non-Harmful,Hindi
हमेशा सच्चाई के रास्ते पर चलो।,Non-Harmful,Hindi
दूसरों की मदद करने में खुशी है।,Non-Harmful,Hindi
काम में ईमानदारी रखो।,Non-Harmful,Hindi
अपने परिवार का ख्याल रखो।,Non-Harmful,Hindi
अच्छे इंसान बनने की कोशिश करो।,Non-Harmful,Hindi
दूसरों की सफलता में खुश रहो।,Non-Harmful,Hindi
हर दिन कुछ नया सीखने का अवसर होता है।,Non-Harmful,Hindi
तुझं डोकं फाटलंय का गांडूत घालायला,Harmful,Marathi
भोसडीच्या तुझं आयुष्य फाटलं,Harmful,Marathi
गांड फाटली का तुझी,Harmful,Marathi
तुझ्या आईच्या पुतीचा फोटो लाव,Harmful,Marathi
तु भडवा आहेस फालतू लोकांचा नेता,Harmful,Marathi
तुझी बहिण रांड आहे,Harmful,Marathi
तुझा बाप कुत्रा होता,Harmful,Marathi
लांडग्या सारखं वागू नको,Harmful,Marathi
तुझी आई रांड आहे,Harmful,Marathi
तु मोठा गांडू आहेस,Harmful,Marathi
तुझ्या बहिणीच्या चुतेत घालतो,Harmful,Marathi
तु नालायक हरामी आहेस,Harmful,Marathi
भोसडीच्या तु कसला माणूस आहेस,Harmful,Marathi
तुझ्या आईच्या चुतेत मार,Harmful,Marathi
लवड्या सारखं बोलतोस का,Harmful,Marathi
तु भिकारी गांडू आहेस,Harmful,Marathi
तुझं गांड फुटायला हवं,Harmful,Marathi
हरामी तु काहीच नाही,Harmful,Marathi
भोसडीच्या तुझं तोंड पाहवत नाही,Harmful,Marathi
भडव्या तुझं डोकं आहे का,Harmful,Marathi
तुझी पिल्लं कुत्र्याची असावीत,Harmful,Marathi
च्यायला तुझं नशीब फुटकं,Harmful,Marathi
तु चावट साला आहेस,Harmful,Marathi
तुझ्या बहिणीच्या चुतेत आग लाव,Harmful,Marathi
भोसडीच्या तू फुकट खाणारा,Harmful,Marathi
लवड्या सारखं काम करतोस,Harmful,Marathi
भडवा तु आडदांड आहेस,Harmful,Marathi
भोसडीच्या तुझं आयुष्य रडतंय,Harmful,Marathi
तु चुतमार आहेस,Harmful,Marathi
फाटलेल्या गांडीचा तु वारसदार आहेस,Harmful,Marathi
तुझी आई भिकारी रांड होती,Harmful,Marathi
भोसडीच्या तुझं नावच वाईट,Harmful,Marathi
तु लुच्चा आहेस,Harmful,Marathi
गांड फाटली का साली,Harmful,Marathi
भडव्या तुझ्या घराला आग लाव,Harmful,Marathi
भोसडीच्या तु वेड्यासारखा वागतोस,Harmful,Marathi
तु नालायक आहेस,Harmful,Marathi
तु हरामी भिकारी आहेस,Harmful,Marathi
तुझं तोंड लांडग्याचं आहे,Harmful,Marathi
भोसडीच्या तु साला कुत्रा आहेस,Harmful,Marathi
तुझ्या बहिणीच्या चुतेत बसून राहतोस,Harmful,Marathi
भडव्या सारखं जगतोस,Harmful,Marathi
तुझी आई कुत्र्यापेक्षा वाईट,Harmful,Marathi
तु भोसडीचा गाढव आहेस,Harmful,Marathi
लवड्या सारखं वागत बसू नकोस,Harmful,Marathi
तु फुकटचा गांडू आहेस,Harmful,Marathi
तुझ्या बापाने गांड फोडून ठेवली आहे का,Harmful,Marathi
भोसडीच्या तू जगातलं फालतू प्राणी आहेस,Harmful,Marathi
तु रांडोबा आहेस,Harmful,Marathi
तुझं डोकं भोसड्यात गेलंय,Harmful,Marathi
तु फाटलेल्या गांडीचा आहेस,Harmful,Marathi
भोसडीच्या तुझा जन्म फुकट आहे,Harmful,Marathi
तु कायमची रांड आहेस,Harmful,Marathi
तुझ्या बहिणीच्या गांडीला आग लाव,Harmful,Marathi
लवड्या सारखं कुठेही पडतोस,Harmful,Marathi
तु नालायक बापाचा मुलगा आहेस,Harmful,Marathi
तुझी आई कुत्र्याची ठेव आहे,Harmful,Marathi
भोसडीच्या तु हरामी आहेस,Harmful,Marathi
तु भडवा आहेस म्हणून तुझ्यावर भरोसा नाही,Harmful,Marathi
तुझं तोंड चुतीसारखं आहे,Harmful,Marathi
तु रांडपणा करायला जन्मलायस का,Harmful,Marathi
तुझ्या बहिणीच्या चुतीत भस्म टाक,Harmful,Marathi
फाटकी गांड घेऊन जगतोस का,Harmful,Marathi
भोसडीच्या तु लोकांची थट्टा करतोस,Harmful,Marathi
तु हरामी कुत्रा आहेस,Harmful,Marathi
भडव्या तुझं नशीब कुत्र्याचं आहे,Harmful,Marathi
लवड्या सारखं तु जगतोस,Harmful,Marathi
तु सडलेला भडवा आहेस,Harmful,Marathi
भोसडीच्या तु नालायक माणूस आहेस,Harmful,Marathi
तुझ्या आईच्या गांडीला घाण आहे,Harmful,Marathi
लवड्या सारखं कुठंही फसतोस,Harmful,Marathi
तु भडव्या घरात जन्मलायस,Harmful,Marathi
तु साला रांडपणा करतोस,Harmful,Marathi
तु कुत्र्याची जात आहेस,Harmful,Marathi
भोसडीच्या तु फाटलेल्या लोकांतलाच आहेस,Harmful,Marathi
तु हरामखोर आहेस,Harmful,Marathi
तुझ्या बहिणीला कसलं तरी फुकट आयुष्य,Harmful,Marathi
भडवा तु कायम गहाण आहेस,Harmful,Marathi
तु लोकांना फसवतोस भोसडीच्या,Harmful,Marathi
तुझी फाटलेली गांड दाखवून फिरतोस,Harmful,Marathi
तु भोसडीचा विकृत आहेस,Harmful,Marathi
तु भडवाचं पिल्लू आहेस,Harmful,Marathi
तु नालायक गांडू आहेस,Harmful,Marathi
तुझी बहिण भोसड्यात गेली आहे,Harmful,Marathi
फुकटचं तुझं तोंड चालतंय,Harmful,Marathi
तुझ्या बापाला लवडा फाटला होता का,Harmful,Marathi
तु भडव्या सारखं बोलतोस,Harmful,Marathi
तुझी आई भोसड्यात गेली होती,Harmful,Marathi
लवड्या सारखं जगणं तुझं,Harmful,Marathi
भोसडीच्या तु फसवा आहेस,Harmful,Marathi
तु रांडोबा आहेस म्हणून कुणी खातं नाही,Harmful,Marathi
तु भोसडीचा आवडता गाढव आहेस,Harmful,Marathi
तुझं नशीब फुटकं आहे,Harmful,Marathi
तु बकवास लोकांतलाच आहेस,Harmful,Marathi
तु फुकटचा लवड्या आहेस,Harmful,Marathi
तुझं आयुष्य रांडपणात गेलंय,Harmful,Marathi
तु कायमचं भोसडीचं तोंड,Harmful,Marathi
तु कुत्र्याचं काम करतोस,Harmful,Marathi
तुझी बहिण कुत्र्याच्या गांडीत गेली का,Harmful,Marathi
आज खूप छान दिवस आहे,Non-Harmful,Marathi
मी पुस्तकं वाचायला आवडतो,Non-Harmful,Marathi
सकाळी चालायला जाणं आरोग्यासाठी चांगलं,Non-Harmful,Marathi
मी माझ्या आईबाबांवर प्रेम करतो,Non-Harmful,Marathi
मित्रांसोबत वेळ घालवायला मजा येते,Non-Harmful,Marathi
उद्या सुट्टी असल्यामुळे विश्रांती घेईन,Non-Harmful,Marathi
छान हवामान आहे आज,Non-Harmful,Marathi
शाळेत नवीन काहीतरी शिकायला मिळतं,Non-Harmful,Marathi
कामात मन लावणे गरजेचे आहे,Non-Harmful,Marathi
मी माझ्या मित्राचा वाढदिवस साजरा करणार आहे,Non-Harmful,Marathi
चांगलं खाणं आरोग्यासाठी फायद्याचं असतं,Non-Harmful,Marathi
आपले घर स्वच्छ ठेवायला हवं,Non-Harmful,Marathi
वडिलांच्या सल्ल्याने यश मिळतं,Non-Harmful,Marathi
मैत्री ही आयुष्याचं मोठं वरदान आहे,Non-Harmful,Marathi
मला माझं गाव खूप आवडतं,Non-Harmful,Marathi
उद्या आम्ही पिकनिकला जाणार आहोत,Non-Harmful,Marathi
आईने केलेलं जेवण खूप छान असतं,Non-Harmful,Marathi
वाचनाने ज्ञान वाढतं,Non-Harmful,Marathi
निसर्गात फिरायला मजा येते,Non-Harmful,Marathi
घर स्वच्छ ठेवा आणि आरोग्य सांभाळा,Non-Harmful,Marathi
सकाळी उठून व्यायाम करतो,Non-Harmful,Marathi
आपल्या कामावर विश्वास ठेवा,Non-Harmful,Marathi
कष्ट केल्याशिवाय यश मिळत नाही,Non-Harmful,Marathi
शिक्षण हेच खरं धन आहे,Non-Harmful,Marathi
आपल्याला सगळ्यांशी प्रेमाने वागायला हवं,Non-Harmful,Marathi
वेळेचा योग्य वापर करा,Non-Harmful,Marathi
हसतमुख राहा आयुष्य सुंदर आहे,Non-Harmful,Marathi
पावसात फिरायला मजा येते,Non-Harmful,Marathi
स्वप्नं पाहा आणि ती पूर्ण करण्यासाठी प्रयत्न करा,Non-Harmful,Marathi
गरजूंना मदत करा,Non-Harmful,Marathi
आपण निसर्गाचं रक्षण केलं पाहिजे,Non-Harmful,Marathi
घरातील वृद्धांची काळजी घ्या,Non-Harmful,Marathi
मुलांना चांगल्या सवयी लावा,Non-Harmful,Marathi
झाडं लावा झाडं वाढवा,Non-Harmful,Marathi
फळं आणि भाज्या खाणं आरोग्यासाठी चांगलं आहे,Non-Harmful,Marathi
पाण्याचा अपव्यय टाळा,Non-Harmful,Marathi
प्रत्येक दिवस नव्या संधी घेऊन येतो,Non-Harmful,Marathi
आपल्या मित्रांना मदत करा,Non-Harmful,Marathi
सध्या घरात राहणं सुरक्षित आहे,Non-Harmful,Marathi
वेळेवर काम पूर्ण करा,Non-Harmful,Marathi
रोज काहीतरी नवीन शिका,Non-Harmful,Marathi
स्वच्छतेची काळजी घ्या,Non-Harmful,Marathi
निसर्गाचा आनंद घ्या,Non-Harmful,Marathi
आईवडिलांचा आदर करा,Non-Harmful,Marathi
मनापासून केलेल्या प्रयत्नाला यश मिळतं,Non-Harmful,Marathi
तुमचं ध्येय ठरवा आणि त्यावर काम करा,Non-Harmful,Marathi
घरगुती कामात सगळ्यांनी मदत करावी,Non-Harmful,Marathi
घरात आनंदाचं वातावरण ठेवा,Non-Harmful,Marathi
मित्रांसोबत खेळताना मजा येते,Non-Harmful,Marathi
चांगल्या विचारांनी चांगलं आयुष्य जगता येतं,Non-Harmful,Marathi
